,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
16,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
17,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
18,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
19,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
20,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
21,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
22,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
23,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
24,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
25,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
26,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
27,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
28,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
29,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
30,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
31,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
32,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
33,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
34,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
35,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
36,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
37,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
38,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
39,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
40,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
41,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
42,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
43,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf,-inf
44,-inf,-inf,-inf,-inf,-3.4422184235829296,-3.6956140465906673,-inf,-inf,-inf,-5.441370635568898,-3.504791805447381,-inf,-inf,-inf,-9.203271773754551,-3.915235590873436,-inf,-inf,-5.657648725557788,-4.463017883924089,-inf,-5.95138252516851,-5.078998674075319,-inf,-5.886969365002818,-7.889989904476774,-5.87023589735678,-6.8128261300671,-5.032742361944831,-5.3199228016105575,-5.289710515498957,-5.089779620482964,-5.357464380993003,-5.520202246088353,-5.566443158602981,-5.857087236306563,-6.628287510343518,-8.221795014713766,-8.70656948526477,-7.782171959040229
45,-inf,-inf,-inf,-inf,-2.04141275664589,-2.2948083796536283,-inf,-inf,-inf,-4.608730398092345,-2.672151567970829,-inf,-inf,-inf,-8.680251723843908,-3.3922155409627925,-inf,-inf,-4.9419704857117965,-3.7473396440780973,-inf,-5.564874509214299,-4.692490658121108,-inf,-3.61348472439823,-5.616505263872186,-3.1705823989924666,-4.657096120391309,-3.7506826737466006,-4.738824013801384,-4.661283236232728,-4.305472053674101,-8.394021765993779,-4.923170018831427,-4.473217720192108,-4.937072852760654,-4.584277758766978,-5.766202461034273,-7.718584721571976,-6.959545361959554
46,-inf,-inf,-inf,-inf,-1.6874714968869395,-1.9408671198946772,-inf,-inf,-inf,-4.765639401996924,-2.8290605718754076,-inf,-inf,-inf,-8.144615367575474,-2.856579184694358,-inf,-inf,-4.32202398493841,-3.1273931433047104,-inf,-3.8364496022801693,-2.9640657511869786,-inf,-2.607049032150989,-4.610069571624946,-2.697652264855522,-4.424975771491726,-5.880969597177011,-2.7417620075016673,-2.6807918902004126,-2.376021893238068,-3.655529647889471,-3.648429278355671,-4.80767696140194,-3.1864280919328647,-2.549239477923099,-3.64467490718134,-6.854367322022295,-5.760262591308296
47,-inf,-inf,-inf,-inf,0.2357172926908182,-0.017678330316919556,-inf,-inf,-inf,-4.907351441258859,-2.9707726111373427,-inf,-inf,-inf,-8.802857191214546,-3.5148210083334304,-inf,-inf,-4.5711057368669055,-3.376474895233206,-inf,-2.85673277459342,-1.9843489235002292,-inf,-3.324024359032143,-5.3270448985061005,-5.689626774902143,-3.9518964793521314,-1.6117323360018776,-0.7961096660915382,-0.7644294967931614,-0.5591602535034806,-1.5506737837442006,-1.7724138741521434,-2.4026505164209784,-2.025594005693538,-1.6722263016522314,-3.089600589345545,-6.422342718155776,-5.51397930212298
48,-inf,-inf,-inf,-inf,-0.04233275050561849,-0.2957283735133562,-inf,-inf,-inf,-3.701689233862467,-1.7651104037409506,-inf,-inf,-inf,-9.238522438416737,-3.9504862555356217,-inf,-inf,-3.048655061930361,-1.8540242202966615,-inf,-2.0198420492268396,-1.1474581981336487,-inf,-3.0275908392391195,-5.030611378713076,-2.6609956668475423,-4.359843449549371,-4.999805124945684,-1.9475183695049783,-1.8814823712392412,-1.5607393509035608,-2.198055519903646,-1.5412609242315833,-2.44635837530562,-2.2069493456863687,-1.6408115698394548,-2.849893708162354,-5.176178627255994,-5.726605168318553
49,-inf,-inf,-inf,-inf,-1.9467318240824198,-2.2001274470901575,-inf,-inf,-inf,-3.6843415595279505,-1.7477627294064337,-inf,-inf,-inf,-10.921021958450092,-5.632985775568977,-inf,-inf,-1.6947410376850631,-0.5001101960513638,-inf,-0.8855588293131446,-0.01317497821995342,-inf,-1.466019038926394,-3.4690395784003507,-0.19590631314199977,-1.4298660132808083,0.0318598876802781,-1.323965620017076,-1.4708998151204158,-2.4993383895262693,-2.4474002735998037,-1.011010720741671,-1.7019931629047336,-2.6319599334154677,-2.3435212955433014,-3.768500452550875,-5.565430317281704,-5.514084697609543
50,-inf,-inf,-inf,-inf,0.700645666947802,0.44725004394006435,-inf,-inf,-inf,-3.476086922098647,-1.53950809197713,-inf,-inf,-inf,-7.996823590036292,-2.708787407155176,-inf,-inf,-1.823204915034301,-0.6285740734006015,-inf,0.8000659388439595,1.6724497899371504,-inf,1.9810463435473127,-0.02197419592664385,-0.25912462139901116,-1.8381217877249456,-1.3208272485147634,-0.058171523520234615,-0.16179778667411668,-0.7012483492516903,-2.0695589152500355,-1.0104735091088695,-1.9138804677242214,-3.0197414906923155,-2.751869777560912,-3.988068658110915,-7.122555566906027,-5.129731463092412
51,-inf,-inf,-inf,-inf,0.7412387690165694,0.4878431460088318,-inf,-inf,-inf,-2.2370164990129404,-0.3004376688914236,-inf,-inf,-inf,-8.427026206494677,-3.138990023613561,-inf,-inf,-1.1800047268930312,0.014626114740668194,-inf,-0.5571652501680203,0.3152186009251707,-inf,0.7258892839050378,-1.2771312555689187,0.7801790257938507,-0.5615850690972032,0.7152311139789727,0.10443153206635657,-0.06407074809498843,-1.484690251408306,-1.5325402149417278,-0.6877217041572561,-1.5050113305095478,-2.162578483366277,-2.496212714010339,-4.376874227471482,-6.521995897860679,-4.412701989981684
52,-inf,-inf,-inf,-inf,0.5789716149535099,0.32557599194577236,-inf,-inf,-inf,-2.6491655283878472,-0.7125866982663307,-inf,-inf,-inf,-6.537787914505604,-1.2497517316244886,-inf,-inf,-2.263796540510345,-1.0691656988766456,-inf,-0.59232975368227,0.28005409741092113,-inf,0.352218597117301,-1.6508019423566556,-0.711865215612496,-1.9021050235422428,-0.37886657202645263,-0.45989273805508113,-0.5920189752665928,-1.4226577466175139,-0.7635223407569253,-0.34534240822305545,-1.0376215315459683,-0.8936935659764332,-1.0924645695083637,-2.7343428585538208,-5.438036793885361,-7.338195171245259
53,-inf,-inf,-inf,-inf,2.5600530971205404,2.3066574741128028,-inf,-inf,-inf,-1.9500611978559923,-0.013482367734475663,-inf,-inf,-inf,-7.023688367796723,-1.735652184915607,-inf,-inf,-0.3179462239864601,0.8766846176472394,-inf,-0.5880335617833631,0.28435028930982786,-inf,-0.19152377608159069,-2.1945443155555475,-2.830003102127886,-1.5820864385097742,0.7379324619380412,1.351927678057547,1.3666245708241271,1.5078030716737736,0.27591116093204776,-0.29322960211933186,-1.039317578923357,-0.395519751472416,0.22970100556919396,-0.8664771067850634,-2.6537022683637868,-3.184569750493127
54,-inf,-inf,-inf,-inf,2.635684433042203,2.3822888100344652,-inf,-inf,-inf,-1.207329171357845,0.7292496587636719,-inf,-inf,-inf,-5.3241505706503425,-0.03611438776922641,-inf,-inf,-2.8064605342744207,-1.6118296926407214,-inf,0.7544181831815032,1.6268020342746943,-inf,2.399220081900732,0.39619954242677563,1.8771368028177284,0.15811306409559842,-0.9820441268526676,0.6631596570335063,0.9761369955881418,1.8172908131898071,0.5390058278868248,-0.5304785665378746,-1.4279957556671865,-0.14917158645778683,0.7565289942331762,-0.2549874960484269,-1.7403795867288985,-2.034374207281139
55,-inf,-inf,-inf,-inf,0.4565936414386311,0.2031980184308934,-inf,-inf,-inf,-1.5277347662171183,0.4088440639043985,-inf,-inf,-inf,-3.29768078888219,1.9903553939989262,-inf,-inf,0.4118292323084982,1.6064600739421975,-inf,-1.2283778764775586,-0.3559940253843674,-inf,-0.18954167238867264,-2.1925622118626293,0.8340926893958625,-0.8164810911116354,-0.809283980557417,-1.2659791354418137,-1.320673413948837,-1.5113765632209146,0.8095446319085932,0.33938631855734597,0.31317517722950916,0.6344240811329048,1.5881085034442812,1.254370743178883,0.4224173306062266,1.1938089776132752
56,-inf,-inf,-inf,-inf,2.226132898391365,1.9727372753836272,-inf,-inf,-inf,-1.9949186619666839,-0.058339831845167306,-inf,-inf,-inf,-2.995267459323193,2.2927687235579235,-inf,-inf,0.16130587525955664,1.3559367168932561,-inf,-0.0688081992937254,0.8035756517994657,-inf,0.35915767273122734,-1.6438628667427293,-0.5667650112328719,-2.1828157650741375,-1.8927645121310068,-0.7130978472386585,-0.5685419976348337,-0.03622774792817799,0.2688239057983535,-0.8072425307054203,-0.3879398744020658,-0.5373370938866147,0.7561249027561008,0.20604428853133727,0.7433688979896169,0.5189480381817835
57,-inf,-inf,-inf,-inf,1.2574286260666487,1.004033003058911,-inf,-inf,-inf,0.2764504743484682,2.213029304469985,-inf,-inf,-inf,-3.607082944242482,1.6809532386386339,-inf,-inf,0.0013773240049898923,1.1960081656386892,-inf,0.0700521180176372,0.9424359691108283,-inf,0.0820711497908567,-1.9209493896831,-0.6129168820985916,-1.188365249869605,0.8130152273405197,-0.7201499460095443,-0.8895200522921175,-2.3298723975728244,-2.095212025098603,-0.31415167989648857,-0.281520828963675,0.2697500320758354,0.860750621900584,0.03431857249146954,-1.270120241510906,0.48845012977807223
58,-inf,-inf,-inf,-inf,3.3784308823158615,3.125035259308124,-inf,-inf,-inf,-0.29554460239574093,1.6410342277257757,-inf,-inf,-inf,-5.747718090616034,-0.4596819077349173,-inf,-inf,-1.7595410240809986,-0.564910182447299,-inf,-0.6580741905586626,0.21430966053452852,-inf,1.2134567886049892,-0.7895637508689676,0.660835829580811,-0.10131273865732351,1.8037103182128136,1.1430358910124867,0.9802659652571368,-0.31933927628399494,-0.14638367383033282,0.5092332696542291,-0.6324435147177103,1.0988954400611175,1.2096099240226128,-0.17532231311190294,-1.4151807732174584,-2.1014086891537964
59,-inf,-inf,-inf,-inf,3.1675591942072137,2.914163571199476,-inf,-inf,-inf,0.8917333792444013,2.828312209365918,-inf,-inf,-inf,-5.719854767250366,-0.4318185843692507,-inf,-inf,-3.128139320626325,-1.9335084789926256,-inf,-3.146641084991051,-2.2742572338978597,-inf,0.5341064579454443,-1.4689140815285124,0.6910587617980963,-0.6664015251127686,0.5784684510577774,0.6658913621848119,0.5235557509188412,-0.4388426474596495,-0.9743270283134048,-0.7017135574797689,-0.18165701485413593,0.6836901165456178,-0.3792376290030791,-1.3145566119066432,-1.8696104550324577,-3.104675659647919
60,-inf,-inf,-inf,-inf,5.996320877640298,5.742925254632561,-inf,-inf,-inf,3.3913689905135693,5.327947820635086,-inf,-inf,-inf,-2.0993041165045856,3.1887320663765304,-inf,-inf,1.2106102765458278,2.4052411181795272,-inf,1.8332370585377697,2.705620909630961,-inf,2.771425379131634,0.7684048396576773,1.4617468985058406,-0.0016651034387077765,0.9779736518125955,1.3311379308406337,1.2370908076204505,0.7776577714575507,-0.189541607601407,-0.07645401404883904,1.2050876371414259,1.5864618502366772,0.7307053856235449,-1.2291005353610733,-1.112230029608528,-0.6837305898698144
61,-inf,-inf,-inf,-inf,8.858721528298508,8.605325905290771,-inf,-inf,-inf,3.926788384348712,5.863367214470229,-inf,-inf,-inf,-3.062840403944257,2.225195778936859,-inf,-inf,1.193736084607094,2.3883669262407934,-inf,1.4934537001988624,2.3658375512920533,-inf,1.0831710731636093,-0.9198494663103474,2.611676941873552,1.6465309626951645,3.408055652745411,2.8740759846907737,2.7942783135702958,2.4419385559378126,1.9131745143109196,1.4712285434744796,1.5696933165321139,1.0048020248933431,1.3587069734453792,2.321683317360418,2.358061096721871,2.1298948676084652
62,-inf,-inf,-inf,-inf,10.148850330602125,9.895454707594388,-inf,-inf,-inf,3.5099535869380674,5.446532417059584,-inf,-inf,-inf,-2.0424237820797737,3.2456124008013423,-inf,-inf,5.04535168397323,6.23998252560693,-inf,6.6159530832130535,7.488336934306245,-inf,8.088144542289719,6.085124002815761,7.717975172853739,6.334057275073912,7.521420272579382,6.8226382705219555,6.794759778993761,6.748456189758438,6.068481666869502,5.369028305384622,5.372044912688665,5.871621021348672,5.947655098547293,4.955675419293271,3.4864744796720846,3.6942834345457958
63,-inf,-inf,-inf,-inf,10.197124740612612,9.943729117604875,-inf,-inf,-inf,4.330651532306572,6.267230362428088,-inf,-inf,-inf,-0.30293616717226707,4.985100015708849,-inf,-inf,3.7813541526330647,4.975984994266764,-inf,6.491868821675264,7.364252672768455,-inf,8.278042606609926,6.2750220671359696,5.711336495184534,4.247626502895642,5.22636441407442,5.526038595602836,5.589512421094402,5.902218762240443,4.431752881461607,4.9632844524429185,4.4511595322995285,5.723915460048566,6.232328576045364,5.147787256155156,2.7162905822911285,1.0785658575187804
64,-inf,-inf,-inf,-inf,8.919949728937423,8.666554105929686,-inf,-inf,-inf,4.0832664738538025,6.019845303975319,-inf,-inf,-inf,-1.391789345741531,3.896246837139585,-inf,-inf,3.0386489126838008,4.2332797543175,-inf,5.109113059809526,5.981496910902717,-inf,6.541395602679287,4.538375063205331,5.114527738855774,3.477494931377907,3.6065303490952316,2.2203282109682765,2.3556558470917475,2.866090042853116,2.8735555180842893,4.570001764090584,4.099862690676598,3.8864338135951497,4.444147322193679,3.1054139261496667,1.4381176217877258,1.8658957188630365
65,-inf,-inf,-inf,-inf,9.460969576393147,9.20757395338541,-inf,-inf,-inf,4.757309345550208,6.693888175671725,-inf,-inf,-inf,-1.787622268968137,3.500413913912979,-inf,-inf,1.6627026188338818,2.857333460467581,-inf,3.217462454618496,4.089846305711687,-inf,4.966155007872305,2.9631344683983483,4.429493056122518,3.0998539842049277,4.400340039876983,3.2957027338455487,3.5999107084663926,4.428224381690818,3.2348995051351896,2.1349672800976696,2.0050677970993553,0.9893184667534445,2.462141175521431,2.990049518710862,1.7376402357829634,1.3997113181792091
